id,idLabel,genreLabel,publisherLabel,esrbLabel,idAltLabel,name,article
http://www.wikidata.org/entity/Q170003,Ratchet & Clank,,,,,Ratchet & Clank (2002 video game),https://en.wikipedia.org/wiki/Ratchet_%26_Clank_(2002_video_game)
http://www.wikidata.org/entity/Q170489,Super Mario Galaxy,,,,"Mario Galaxy, Mario Galaxy 1, Super Mario Galaxy 1",Super Mario Galaxy,https://en.wikipedia.org/wiki/Super_Mario_Galaxy
http://www.wikidata.org/entity/Q170489,Super Mario Galaxy,,,,"Mario Galaxy, Mario Galaxy 1, Super Mario Galaxy 1",Super Mario Galaxy,https://en.wikipedia.org/wiki/Super_Mario_Galaxy
http://www.wikidata.org/entity/Q170410,New Super Mario Bros. Wii,,,,"Mario Bros. Wii, Super Mario Bros. Wii",New Super Mario Bros. Wii,https://en.wikipedia.org/wiki/New_Super_Mario_Bros._Wii
http://www.wikidata.org/entity/Q166060,Umineko: When They Cry,,,,,Umineko When They Cry,https://en.wikipedia.org/wiki/Umineko_When_They_Cry
http://www.wikidata.org/entity/Q216995,Super Mario 64,,,,"Mario 64, SM64",Super Mario 64,https://en.wikipedia.org/wiki/Super_Mario_64
http://www.wikidata.org/entity/Q216995,Super Mario 64,,,,"Mario 64, SM64",Super Mario 64,https://en.wikipedia.org/wiki/Super_Mario_64
http://www.wikidata.org/entity/Q215861,S.T.A.L.K.E.R.: Shadow of Chernobyl,,,,,S.T.A.L.K.E.R.: Shadow of Chernobyl,https://en.wikipedia.org/wiki/S.T.A.L.K.E.R.:_Shadow_of_Chernobyl
http://www.wikidata.org/entity/Q214232,Final Fantasy VII,,,,"FF7, FFVII, Final Fantasy 7, Final Fantasy Seven",Final Fantasy VII,https://en.wikipedia.org/wiki/Final_Fantasy_VII
http://www.wikidata.org/entity/Q34852,Age of Empires II: The Age of Kings,,,,"Age of Empires 2: The Age of Kings, Age of Kings, AoE 2, AoE II, AoE2, The Age of Kings",Age of Empires II,https://en.wikipedia.org/wiki/Age_of_Empires_II
http://www.wikidata.org/entity/Q28418,Cossacks: European Wars,,,,,Cossacks: European Wars,https://en.wikipedia.org/wiki/Cossacks:_European_Wars
http://www.wikidata.org/entity/Q31685,Spore Hero Arena,,,,,Spore Hero Arena,https://en.wikipedia.org/wiki/Spore_Hero_Arena
http://www.wikidata.org/entity/Q31560,Forza Motorsport 4,,,,,Forza Motorsport 4,https://en.wikipedia.org/wiki/Forza_Motorsport_4
http://www.wikidata.org/entity/Q28226,Army Men: RTS,,,,,Army Men: RTS,https://en.wikipedia.org/wiki/Army_Men:_RTS
http://www.wikidata.org/entity/Q27107,DC Universe Online,,,,,DC Universe Online,https://en.wikipedia.org/wiki/DC_Universe_Online
http://www.wikidata.org/entity/Q28362,Cossacks II: Napoleonic Wars,,,,,Cossacks II: Napoleonic Wars,https://en.wikipedia.org/wiki/Cossacks_II:_Napoleonic_Wars
http://www.wikidata.org/entity/Q177491,Breakout,,,,,Breakout (video game),https://en.wikipedia.org/wiki/Breakout_(video_game)
http://www.wikidata.org/entity/Q176336,Far Cry 2,,,,,Far Cry 2,https://en.wikipedia.org/wiki/Far_Cry_2
http://www.wikidata.org/entity/Q177459,King's Quest II: Romancing the Throne,,,,,King's Quest II,https://en.wikipedia.org/wiki/King%27s_Quest_II
http://www.wikidata.org/entity/Q217423,Quake,,,,Quake 1,Quake (video game),https://en.wikipedia.org/wiki/Quake_(video_game)
http://www.wikidata.org/entity/Q34920,Age of Empires Online,,,,,Age of Empires Online,https://en.wikipedia.org/wiki/Age_of_Empires_Online
http://www.wikidata.org/entity/Q34869,Age of Empires III,,,,"AoE 3, AoE III, AoE3",Age of Empires III,https://en.wikipedia.org/wiki/Age_of_Empires_III
http://www.wikidata.org/entity/Q35407,Sonic the Hedgehog 2,,,,Sonic the Hedgehog 2 8-bit,Sonic the Hedgehog 2 (8-bit video game),https://en.wikipedia.org/wiki/Sonic_the_Hedgehog_2_(8-bit_video_game)
http://www.wikidata.org/entity/Q220107,Zoo Tycoon 2,,,,,Zoo Tycoon 2,https://en.wikipedia.org/wiki/Zoo_Tycoon_2
http://www.wikidata.org/entity/Q220365,Need for Speed: Most Wanted,,,,"Most Wanted, Most Wanted 2005, NFS:MW, Need for Speed: Most Wanted 2005, Need for Speed: Most Wanted 5-1-0, NFSMW",Need for Speed: Most Wanted (2005 video game),https://en.wikipedia.org/wiki/Need_for_Speed:_Most_Wanted_(2005_video_game)
http://www.wikidata.org/entity/Q219795,Need for Speed: Carbon,,,,,Need for Speed: Carbon,https://en.wikipedia.org/wiki/Need_for_Speed:_Carbon
http://www.wikidata.org/entity/Q220102,Zoo Tycoon,,,,,Zoo Tycoon (2001 video game),https://en.wikipedia.org/wiki/Zoo_Tycoon_(2001_video_game)
http://www.wikidata.org/entity/Q220767,Age of Empires,,,,AoE,Age of Empires (video game),https://en.wikipedia.org/wiki/Age_of_Empires_(video_game)
http://www.wikidata.org/entity/Q220960,Diablo,,,,,Diablo (video game),https://en.wikipedia.org/wiki/Diablo_(video_game)
http://www.wikidata.org/entity/Q37123,Sonic the Hedgehog,,,,"Sonic 1, Sonic the Hedgehog 1, Sonic I",Sonic the Hedgehog (1991 video game),https://en.wikipedia.org/wiki/Sonic_the_Hedgehog_(1991_video_game)
